Index,year,exposure,business.type,driver.age,driver.gender,marital.status,yrs.licensed,ncd.level,region,body.code,vehicle.age,vehicle.value,no.seats,cubic.cent,horse.power,weight,length,width,height,fuel.type,prior.claims,claim.count,claim.incurred
23211,2018,0.166666667,NB,32,Male,Married,1,1,17,E,0,35.2,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
23212,2018,0.916666667,NB,35,Male,Married,2,3,17,A,4,20.8,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,1,13.93
23213,2018,0.166666667,NB,35,Male,Married,2,3,17,A,4,20.8,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23214,2018,0.916666667,NB,34,Female,Married,1,1,17,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,Gasoline,0,0,0
23215,2018,0.166666667,NB,34,Female,Married,1,1,17,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,Gasoline,0,0,0
23216,2018,0.916666667,NB,50,Male,Married,1,1,17,A,3,15.85,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,1,1074.38
23217,2018,0.166666667,NB,50,Male,Married,1,1,17,A,3,15.85,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
23218,2018,0.916666667,NB,25,Male,Married,2,3,17,E,0,32.6,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
23219,2018,0.166666667,NB,25,Male,Married,2,3,17,E,0,32.6,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
23220,2018,0.916666667,RB,49,Male,Married,2,4,17,D,4,15.8,6,2476,100,1890,5.035,1.82,1.98,Diesel,0,1,11.41
23221,2018,0.166666667,RB,49,Male,Married,2,4,17,D,4,15.8,6,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
23222,2018,0.916666667,RB,61,Male,Married,3,3,17,D,5,13.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
23223,2018,0.166666667,RB,61,Male,Married,3,3,17,D,5,13.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
23224,2018,0.916666667,NB,35,Male,Married,3,1,17,E,3,16.75,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
23225,2018,0.166666667,NB,35,Male,Married,3,1,17,E,3,16.75,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
23226,2018,0.916666667,NB,44,Male,Married,3,1,25,D,7,8.95,2,1461,70,1075,4.035,1.663,1.845,Diesel,1,1,262.85
23227,2018,0.166666667,NB,44,Male,Married,3,1,25,D,7,8.95,2,1461,70,1075,4.035,1.663,1.845,Diesel,1,0,0
23228,2018,0.916666667,RB,42,Male,Married,2,3,17,B,5,15.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
23229,2018,0.166666667,RB,42,Male,Married,2,3,17,B,5,15.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
23230,2018,0.916666667,RB,40,Male,Married,4,1,17,C,3,28.4,5,1998,141,2039,4.965,1.9,1.755,Diesel,3,0,0
23231,2018,0.166666667,RB,40,Male,Married,4,1,17,C,3,28.4,5,1998,141,2039,4.965,1.9,1.755,Diesel,3,0,0
23232,2018,0.916666667,NB,30,Male,Married,1,1,17,D,5,15,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23233,2018,0.166666667,NB,30,Male,Married,1,1,17,D,5,15,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23234,2018,0.916666667,NB,61,Male,Married,1,1,17,D,4,16.2,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
23235,2018,0.166666667,NB,61,Male,Married,1,1,17,D,4,16.2,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
23236,2018,0.083333333,NB,50,Male,Married,1,1,17,E,0,32.6,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
23237,2018,0.416666667,NB,50,Male,Married,1,1,17,A,3,16.95,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
23238,2018,0.916666667,NB,30,Female,Married,3,4,23,D,4,15.8,2,1867,71,1175,4.137,1.724,1.819,Diesel,1,0,0
23239,2018,0.166666667,NB,30,Female,Married,3,4,23,D,4,15.8,2,1867,71,1175,4.137,1.724,1.819,Diesel,1,0,0
23240,2018,0.916666667,NB,34,Male,Married,1,1,17,D,4,15.05,6,2607,85,1530,4.71,1.69,1.965,Diesel,0,0,0
23241,2018,0.166666667,NB,34,Male,Married,1,1,17,D,4,15.05,6,2607,85,1530,4.71,1.69,1.965,Diesel,0,0,0
23242,2018,0.916666667,NB,39,Male,Married,2,3,17,A,1,27.35,5,1560,90,1422,4.38,2.112,1.875,Diesel,2,0,0
23243,2018,0.166666667,NB,39,Male,Married,2,3,17,A,1,27.35,5,1560,90,1422,4.38,2.112,1.875,Diesel,2,0,0
23244,2018,0.916666667,NB,41,Male,Married,5,6,17,A,10,8.75,5,1870,65,1110,3.995,1.663,1.827,Diesel,2,0,0
23245,2018,0.166666667,NB,41,Male,Married,5,6,17,A,10,8.75,5,1870,65,1110,3.995,1.663,1.827,Diesel,2,0,0
23246,2018,0.916666667,NB,45,Male,Married,5,6,17,D,6,12.6,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23247,2018,0.166666667,NB,45,Male,Married,5,6,17,D,6,12.6,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23248,2018,0.916666667,NB,28,Male,Married,3,1,17,A,5,15.6,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,1,671.14
23249,2018,0.166666667,NB,28,Male,Married,3,1,17,A,5,15.6,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
23250,2018,0.916666667,NB,44,Male,Married,4,4,17,E,4,17.65,5,1248,75,1395,4.633,1.722,1.831,Diesel,2,0,0
23251,2018,0.166666667,NB,44,Male,Married,4,4,17,E,4,17.65,5,1248,75,1395,4.633,1.722,1.831,Diesel,2,0,0
23252,2018,0.916666667,NB,39,Male,Single,1,1,17,E,3,15.5,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,1,967.02
23253,2018,0.166666667,NB,39,Male,Single,1,1,17,E,3,15.5,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
23254,2018,0.916666667,RB,60,Male,Married,5,6,17,A,7,15.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
23255,2018,0.166666667,RB,60,Male,Married,5,6,17,A,7,15.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
23256,2018,0.916666667,NB,62,Male,Married,1,1,17,D,3,18.05,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23257,2018,0.166666667,NB,62,Male,Married,1,1,17,D,3,18.05,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23258,2018,0.916666667,NB,39,Male,Married,1,3,17,D,1,26.3,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
23259,2018,0.166666667,NB,39,Male,Married,1,3,17,D,1,26.3,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
23260,2018,0.916666667,NB,33,Male,Married,2,1,11,A,0,32.02,5,1248,90,1350,4.39,1.832,1.845,Diesel,0,0,0
23261,2018,0.166666667,NB,33,Male,Married,2,1,11,A,0,32.02,5,1248,90,1350,4.39,1.832,1.845,Diesel,0,0,0
23262,2018,0.916666667,NB,42,Female,Married,1,1,8,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,Gasoline,0,0,0
23263,2018,0.166666667,NB,42,Female,Married,1,1,8,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,Gasoline,0,0,0
23264,2018,0.916666667,NB,43,Male,Married,5,6,17,A,4,15.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
23265,2018,0.166666667,NB,43,Male,Married,5,6,17,A,4,15.85,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
23266,2018,0.916666667,RB,36,Female,Married,6,6,26,A,5,18.3,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
23267,2018,0.166666667,RB,36,Female,Married,6,6,26,A,5,18.3,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
23268,2018,0.916666667,NB,37,Male,Married,2,1,17,A,0,38.34,5,1598,105,1470,4.74,1.832,1.88,Diesel,1,0,0
23269,2018,0.166666667,NB,37,Male,Married,2,1,17,A,0,38.34,5,1598,105,1470,4.74,1.832,1.88,Diesel,1,0,0
23270,2018,0.916666667,NB,37,Male,Married,1,1,17,A,4,23.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
23271,2018,0.166666667,NB,37,Male,Married,1,1,17,A,4,23.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
23272,2018,0.916666667,NB,63,Male,Married,4,1,8,A,3,22.6,5,1896,105,1427,4.875,1.794,1.433,Diesel,2,0,0
23273,2018,0.166666667,NB,63,Male,Married,4,1,8,A,3,22.6,5,1896,105,1427,4.875,1.794,1.433,Diesel,2,0,0
23274,2018,0.916666667,NB,51,Male,Married,1,4,17,A,5,21,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,1,526.15
23275,2018,0.166666667,NB,51,Male,Married,1,4,17,A,5,21,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,1,67.23
23276,2018,0.916666667,NB,26,Male,Married,1,1,35,D,5,14.65,2,1248,75,1320,4.633,1.722,1.817,Diesel,0,1,304.84
23277,2018,0.166666667,NB,26,Male,Married,1,1,35,D,5,14.65,2,1248,75,1320,4.633,1.722,1.817,Diesel,0,0,0
23278,2018,0.916666667,NB,38,Male,Married,5,4,17,A,6,16.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,1,113.59
23279,2018,0.166666667,NB,38,Male,Married,5,4,17,A,6,16.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
23280,2018,0.916666667,NB,55,Male,Married,3,4,11,C,1,31.3,5,2499,143,1802,5.012,1.75,1.74,Diesel,0,0,0
23281,2018,0.166666667,NB,55,Male,Married,3,4,11,C,1,31.3,5,2499,143,1802,5.012,1.75,1.74,Diesel,0,0,0
23282,2018,0.916666667,NB,30,Male,Married,1,1,17,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,Gasoline,0,0,0
23283,2018,0.166666667,NB,30,Male,Married,1,1,17,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,Gasoline,0,0,0
23284,2018,0.916666667,NB,45,Female,Married,1,1,17,B,7,7.85,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
23285,2018,0.166666667,NB,45,Female,Married,1,1,17,B,7,7.85,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
23286,2018,0.916666667,NB,60,Male,Married,5,6,35,A,6,16.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
23287,2018,0.166666667,NB,60,Male,Married,5,6,35,A,6,16.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
23288,2018,0.916666667,NB,33,Male,Married,1,1,23,A,0,34.31,5,1248,90,1350,4.39,1.832,1.845,Diesel,0,0,0
23289,2018,0.166666667,NB,33,Male,Married,1,1,23,A,0,34.31,5,1248,90,1350,4.39,1.832,1.845,Diesel,0,0,0
23290,2018,0.083333333,NB,40,Male,Married,2,1,17,A,2,19.95,5,1560,75,1422,4.38,1.81,1.84,Diesel,3,0,0
23291,2018,0.833333333,NB,40,Male,Married,2,1,17,A,2,22.6,5,1560,75,1422,4.38,1.81,1.84,Diesel,3,0,0
23292,2018,0.166666667,NB,40,Male,Married,2,1,17,A,2,22.6,5,1560,75,1422,4.38,1.81,1.84,Diesel,3,0,0
23293,2018,0.916666667,NB,25,Male,Married,1,1,17,B,5,15.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
23294,2018,0.166666667,NB,25,Male,Married,1,1,17,B,5,15.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
23295,2018,0.916666667,NB,46,Male,Married,2,3,17,A,0,40.416,5,1598,102,1570,4.405,1.802,1.833,Diesel,0,0,0
23296,2018,0.166666667,NB,46,Male,Married,2,3,17,A,0,40.416,5,1598,102,1570,4.405,1.802,1.833,Diesel,0,0,0
23297,2018,0.916666667,NB,78,Male,Married,2,3,11,D,5,13.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,1,711.24
23298,2018,0.166666667,NB,78,Male,Married,2,3,11,D,5,13.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23299,2018,0.916666667,NB,42,Male,Married,1,1,23,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,LPG,0,0,0
23300,2018,0.166666667,NB,42,Male,Married,1,1,23,E,0,23.99,5,1587,105,1450,4.44,1.695,1.825,LPG,0,0,0
23301,2018,0.916666667,NB,30,Male,Married,4,5,17,A,5,15.6,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
23302,2018,0.166666667,NB,30,Male,Married,4,5,17,A,5,15.6,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
23303,2018,0.916666667,NB,40,Male,Married,1,1,17,A,5,15.05,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,1,12.86
23304,2018,0.166666667,NB,40,Male,Married,1,1,17,A,5,15.05,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
23305,2018,0.833333333,RB,48,Male,Married,2,3,17,D,5,13.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,1,2591.41
23306,2018,0.25,RB,48,Male,Married,2,3,17,D,5,13.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
23307,2018,0.916666667,NB,44,Male,Married,5,3,17,A,1,23.65,5,1248,90,1350,4.39,1.832,1.845,Diesel,2,0,0
23308,2018,0.166666667,NB,44,Male,Married,5,3,17,A,1,23.65,5,1248,90,1350,4.39,1.832,1.845,Diesel,2,0,0
23309,2018,0.916666667,NB,39,Male,Married,2,1,17,A,1,26.4,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
23310,2018,0.166666667,NB,39,Male,Married,2,1,17,A,1,26.4,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
23311,2018,0.916666667,NB,32,Male,Married,1,1,23,A,0,25,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
23312,2018,0.166666667,NB,32,Male,Married,1,1,23,A,0,25,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,1,21.85
23313,2018,0.916666667,NB,40,Male,Married,1,1,17,D,4,16.25,2,1248,70,1245,4.322,1.684,1.801,Diesel,0,0,0
23314,2018,0.166666667,NB,40,Male,Married,1,1,17,D,4,16.25,2,1248,70,1245,4.322,1.684,1.801,Diesel,0,0,0
23315,2018,0.916666667,RB,43,Male,Married,5,3,17,D,2,23.3,5,1461,85,1389,4.213,1.83,1.84,Diesel,6,0,0
23316,2018,0.083333333,RB,43,Male,Married,5,3,17,D,2,23.3,5,1461,85,1389,4.213,1.83,1.84,Diesel,6,0,0
23317,2018,0.916666667,RB,51,Male,Married,2,3,11,D,5,8.5,3,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
23318,2018,0.166666667,RB,51,Male,Married,2,3,11,D,5,8.5,3,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
23319,2018,0.916666667,NB,45,Male,Married,4,4,17,A,0,34.31,5,1248,90,1350,4.39,1.832,1.845,Diesel,1,0,0
23320,2018,0.166666667,NB,45,Male,Married,4,4,17,A,0,34.31,5,1248,90,1350,4.39,1.832,1.845,Diesel,1,1,15.8
23321,2018,0.916666667,NB,32,Male,Married,2,1,17,D,2,19.75,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
23322,2018,0.166666667,NB,32,Male,Married,2,1,17,D,2,19.75,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
23323,2018,0.833333333,NB,44,Male,Married,4,1,17,A,1,27.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23324,2018,0.25,NB,44,Male,Married,4,1,17,A,1,27.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23325,2018,0.916666667,NB,55,Male,Married,5,6,33,E,5,16.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,939.37
23326,2018,0.166666667,NB,55,Male,Married,5,6,33,E,5,16.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
23327,2018,0.916666667,NB,57,Male,Married,1,1,11,E,0,33.45,5,1248,75,1395,4.633,1.722,1.831,Diesel,0,0,0
23328,2018,0.166666667,NB,57,Male,Married,1,1,11,E,0,33.45,5,1248,75,1395,4.633,1.722,1.831,Diesel,0,0,0
23329,2018,0.916666667,NB,54,Male,Married,3,1,17,A,0,35.84,5,1560,92,1422,4.38,1.81,1.84,Diesel,1,0,0
23330,2018,0.166666667,NB,54,Male,Married,3,1,17,A,0,35.84,5,1560,92,1422,4.38,1.81,1.84,Diesel,1,0,0
23331,2018,0.916666667,NB,49,Male,Married,2,6,17,A,7,15.4,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23332,2018,0.166666667,NB,49,Male,Married,2,6,17,A,7,15.4,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23333,2018,0.916666667,NB,48,Male,Married,1,1,17,A,6,14.5,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
23334,2018,0.166666667,NB,48,Male,Married,1,1,17,A,6,14.5,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
23335,2018,0.916666667,NB,45,Female,Married,1,1,17,A,0,29.488,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
23336,2018,0.166666667,NB,45,Female,Married,1,1,17,A,0,29.488,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
23337,2018,0.916666667,NB,59,Male,Married,4,6,17,D,10,8.85,2,1868,70,1155,4.108,1.719,1.802,Diesel,1,0,0
23338,2018,0.166666667,NB,59,Male,Married,4,6,17,D,10,8.85,2,1868,70,1155,4.108,1.719,1.802,Diesel,1,0,0
23339,2018,0.583333333,NB,28,Male,Married,4,5,17,E,3,27.8,5,2497,170,2004,5.125,1.92,1.935,LPG,2,0,0
23340,2018,0.166666667,NB,28,Male,Married,4,1,17,E,3,27.8,5,2497,170,2004,5.125,1.92,1.935,LPG,2,0,0
23341,2018,0.916666667,NB,35,Female,Married,5,4,35,E,5,16.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
23342,2018,0.25,NB,35,Female,Married,5,4,35,E,5,16.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
23343,2018,0.916666667,NB,51,Male,Married,4,1,17,A,0,44.415,5,1598,102,1570,4.405,1.802,1.833,Diesel,2,0,0
23344,2018,0.166666667,NB,51,Male,Married,4,1,17,A,0,44.415,5,1598,102,1570,4.405,1.802,1.833,Diesel,2,0,0
23345,2018,0.916666667,NB,40,Male,Married,6,1,17,E,0,46.405,5,1968,102,1901,4.892,1.904,1.99,Diesel,4,0,0
23346,2018,0.166666667,NB,40,Male,Married,6,1,17,E,0,46.405,5,1968,102,1901,4.892,1.904,1.99,Diesel,4,0,0
23347,2018,0.083333333,NB,35,Male,Married,3,6,17,A,4,16.55,5,1753,75,1485,4.297,1.795,1.814,Diesel,2,0,0
23348,2018,0.916666667,NB,41,Male,Married,1,6,17,A,4,20.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23349,2018,0.166666667,NB,41,Male,Married,1,6,17,A,4,20.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23350,2018,0.916666667,NB,37,Male,Married,1,1,17,G,5,32.55,6,2460,130,1860,4.89,1.904,1.959,Diesel,0,0,0
23351,2018,0.166666667,NB,37,Male,Married,1,1,17,G,5,32.55,6,2460,130,1860,4.89,1.904,1.959,Diesel,0,0,0
23352,2018,0.916666667,NB,51,Male,Married,2,1,17,E,0,23.45,3,1461,70,1122,4.213,1.83,1.84,Diesel,1,1,4064.61
23353,2018,0.166666667,NB,51,Male,Married,2,1,17,E,0,23.45,3,1461,70,1122,4.213,1.83,1.84,Diesel,1,0,0
23354,2018,0.666666667,NB,39,Male,Married,3,6,17,E,0,23.45,3,1461,70,1122,4.213,1.83,1.84,Diesel,0,0,0
23355,2018,0.25,NB,39,Male,Married,3,1,17,E,0,23.45,3,1461,70,1122,4.213,1.83,1.84,Diesel,0,0,0
23356,2018,0.166666667,NB,39,Male,Married,3,6,17,E,0,23.45,3,1461,70,1122,4.213,1.83,1.84,Diesel,0,0,0
23357,2018,0.916666667,NB,34,Male,Married,3,3,17,A,6,14.2,5,1867,71,1240,4.137,1.724,1.819,Diesel,2,0,0
23358,2018,0.25,NB,34,Male,Married,3,3,17,A,6,14.2,5,1867,71,1240,4.137,1.724,1.819,Diesel,2,0,0
23359,2018,0.416666667,NB,28,Male,Single,4,3,17,E,1,28.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,5,0,0
23360,2018,0.166666667,NB,28,Male,Single,4,3,17,E,1,28.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,5,0,0
23361,2018,0.916666667,NB,52,Male,Married,6,5,17,G,5,33.05,6,2460,174,1860,4.89,1.904,1.959,Diesel,1,0,0
23362,2018,0.166666667,NB,52,Male,Married,6,5,17,G,5,33.05,6,2460,174,1860,4.89,1.904,1.959,Diesel,1,0,0
23363,2018,0.916666667,NB,46,Male,Married,2,4,17,A,1,17.75,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
23364,2018,0.166666667,NB,46,Male,Married,2,4,17,A,1,17.75,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
23365,2018,0.25,NB,38,Male,Married,5,6,23,A,0,38.09,5,1753,110,1485,4.278,1.795,1.739,Diesel,2,0,0
23366,2018,0.666666667,NB,38,Male,Married,5,6,17,E,6,15.5,2,1997,90,1260,4.137,1.724,1.81,Diesel,2,0,0
23367,2018,0.25,NB,38,Male,Married,5,6,23,A,0,38.09,5,1753,110,1485,4.278,1.795,1.739,Diesel,2,0,0
23368,2018,0.916666667,NB,36,Male,Married,1,1,17,A,1,27.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
23369,2018,0.25,NB,36,Male,Married,1,1,17,A,1,27.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,1,22.18
23370,2018,0.833333333,RB,34,Male,Married,7,6,17,A,9,9.15,5,1870,65,1110,3.995,1.663,1.827,Diesel,1,0,0
23371,2018,0.25,RB,34,Male,Married,7,6,17,A,9,9.15,5,1870,65,1110,3.995,1.663,1.827,Diesel,1,0,0
23372,2018,0.833333333,NB,54,Male,Married,5,6,17,D,7,8.95,2,1461,70,1075,4.035,1.663,1.845,Diesel,0,0,0
23373,2018,0.25,NB,54,Male,Married,5,6,17,D,7,8.95,2,1461,70,1075,4.035,1.663,1.845,Diesel,0,0,0
23374,2018,0.833333333,RB,47,Male,Married,4,5,17,D,7,12.3,2,1867,71,1175,4.137,1.724,1.819,Diesel,0,0,0
23375,2018,0.25,RB,47,Male,Married,4,5,17,D,7,12.3,2,1867,71,1175,4.137,1.724,1.819,Diesel,0,0,0
23376,2018,0.833333333,NB,48,Male,Married,3,3,17,E,4,14.3,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
23377,2018,0.25,NB,48,Male,Married,3,3,17,E,4,14.3,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
23378,2018,0.916666667,NB,34,Female,Married,1,1,17,E,5,14.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,1950.77
23379,2018,0.25,NB,34,Female,Married,1,1,17,E,5,14.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
23380,2018,0.25,NB,36,Male,Married,7,6,35,E,8,13.9,2,1753,90,1440,4.525,1.795,1.906,Diesel,0,0,0
23381,2018,0.833333333,NB,47,Male,Married,2,3,17,A,1,26.55,5,1753,110,1485,4.278,1.795,1.739,Diesel,1,0,0
23382,2018,0.25,NB,47,Male,Married,2,3,17,A,1,26.55,5,1753,110,1485,4.278,1.795,1.739,Diesel,1,0,0
23383,2018,0.833333333,RB,52,Male,Married,3,6,17,A,5,14.75,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,1,572.01
23384,2018,0.25,RB,52,Male,Married,3,6,17,A,5,14.75,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
23385,2018,0.833333333,NB,40,Male,Married,2,3,17,E,1,18.5,2,1997,75,1211,4.137,1.724,1.815,Diesel,0,0,0
23386,2018,0.25,NB,40,Male,Married,2,3,17,E,1,18.5,2,1997,75,1211,4.137,1.724,1.815,Diesel,0,0,0
23387,2018,0.833333333,NB,38,Male,Married,1,1,26,A,1,18,5,1598,90,1165,4.45,1.993,1.64,Gasoline,0,0,0
23388,2018,0.25,NB,38,Male,Married,1,1,26,A,1,18,5,1598,90,1165,4.45,1.993,1.64,Gasoline,0,0,0
23389,2018,0.833333333,NB,37,Male,Married,4,3,17,E,2,22.8,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
23390,2018,0.25,NB,37,Male,Married,4,3,17,E,2,22.8,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
23391,2018,0.833333333,NB,50,Male,Married,4,5,17,E,3,34,2,2477,75,1370,4.81,1.69,1.97,Diesel,2,0,0
23392,2018,0.25,NB,50,Male,Married,4,5,17,E,3,34,2,2477,75,1370,4.81,1.69,1.97,Diesel,2,0,0
23393,2018,0.833333333,RB,57,Male,Married,2,6,17,A,7,15.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
23394,2018,0.25,RB,57,Male,Married,2,6,17,A,7,15.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
23395,2018,0.833333333,NB,26,Male,Single,3,4,17,D,4,16.2,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
23396,2018,0.25,NB,26,Male,Single,3,4,17,D,4,16.2,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
23397,2018,0.833333333,NB,30,Male,Married,2,3,17,D,7,12.05,2,1867,71,1175,4.137,1.724,1.819,Diesel,0,1,453.82
23398,2018,0.25,NB,30,Male,Married,2,3,17,D,7,12.05,2,1867,71,1175,4.137,1.724,1.819,Diesel,0,0,0
23399,2018,0.833333333,NB,40,Male,Married,6,4,17,E,5,15.95,2,1997,90,1260,4.137,1.724,1.81,Diesel,3,0,0
23400,2018,0.25,NB,40,Male,Married,6,4,17,E,5,15.95,2,1997,90,1260,4.137,1.724,1.81,Diesel,3,0,0
23401,2018,0.833333333,NB,41,Male,Married,5,6,17,A,5,14.75,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
23402,2018,0.25,NB,41,Male,Married,5,6,17,A,5,14.75,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
23403,2018,0.833333333,NB,26,Male,Single,4,3,35,E,3,20.7,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
23404,2018,0.333333333,NB,26,Male,Single,4,3,35,E,3,20.7,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
23405,2018,0.833333333,NB,42,Male,Married,1,1,35,A,2,18.75,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,2,1605.64
23406,2018,0.25,NB,42,Male,Married,1,1,35,A,2,18.75,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
23407,2018,0.833333333,NB,43,Female,Married,4,4,17,E,1,19.65,2,1997,90,1211,4.137,1.724,1.815,Diesel,2,2,2369.75
23408,2018,0.25,NB,43,Female,Married,4,4,17,E,1,19.65,2,1997,90,1211,4.137,1.724,1.815,Diesel,2,0,0
